"ID","Pedigree","Comments","INDV","F_MISS","acc_v2.7","id_v2.7"
"Ames 27445","Il767b","sweet corn","Ames27445:250041652",0.251448,"Ames27445",250041652
"Ames 27446","Il778d","sweet corn","Ames27446:250033730",0.225825,"Ames27446",250033730
"Ames 27447","Il779a","sweet corn","Ames27447:250033817",0.212409,"Ames27447",250033817
"Ames 27450","LH143 (Maintainer)","other","Ames27450:250032292",0.0882268,"Ames27450",250032292
"Ames 27451","A632.75 A1 A2 C1 R1-r B1 Pl1","other","Ames27451:250032434",0.101041,"Ames27451",250032434
"Ames 28170","A619E","other","Ames28170:250032394",0.108788,"Ames28170",250032394
"Ames 28185","CML 77","other","Ames28185:250033419",0.311084,"Ames28185",250033419
"Ames 28186","P39 Goodman-Buckler","sweet corn","Ames28186:250041410",0.118986,"Ames28186",250041410
"Ames 28186","P39 Goodman-Buckler","sweet corn","Ames28186:250034920",0.119103,"Ames28186",250034920
"Ames 28186","P39 Goodman-Buckler","sweet corn","Ames28186:250035062",0.117574,"Ames28186",250035062
"Ames 28290","C49","other","Ames28290:250034857",0.21155,"Ames28290",250034857
"Ames 28291","Hi27 Goodman-Buckler","other","Ames28291:250042457",0.236021,"Ames28291",250042457
"Ames 28291","Hi27 Goodman-Buckler","other","Ames28291:250042471",0.236106,"Ames28291",250042471
"Ames 28291","Hi27 Goodman-Buckler","other","Ames28291:250042542",0.322378,"Ames28291",250042542
"Ames 28291","Hi27 Goodman-Buckler","other","Ames28291:250032807",0.228703,"Ames28291",250032807
"Ames 28291","Hi27 Goodman-Buckler","other","Ames28291:250042433",0.249977,"Ames28291",250042433
"Ames 28291","Hi27 Goodman-Buckler","other","Ames28291:250032913",0.239062,"Ames28291",250032913
"Ames 28291","Hi27 Goodman-Buckler","other","Ames28291:250042444",0.233339,"Ames28291",250042444
"Ames 28291","Hi27 Goodman-Buckler","other","Ames28291:250042456",0.228789,"Ames28291",250042456
"Ames 28291","Hi27 Goodman-Buckler","other","Ames28291:250042434",0.235182,"Ames28291",250042434
"Ames 28291","Hi27 Goodman-Buckler","other","Ames28291:250042420",0.243662,"Ames28291",250042420
"Ames 28291","Hi27 Goodman-Buckler","other","Ames28291:250042468",0.99928,"Ames28291",250042468
"Ames 28291","Hi27 Goodman-Buckler","other","Ames28291:250042482",0.239108,"Ames28291",250042482
"Ames 28360","Mo401","other","Ames28360:250031256",0.0836903,"Ames28360",250031256
"Ames 28361","Mo402","other","Ames28361:250031072",0.148052,"Ames28361",250031072
"Ames 28362","Mo403","other","Ames28362:250031286",0.154303,"Ames28362",250031286
"Ames 28364","IA2132 Goodman-Buckler","sweet corn","Ames28364:250034701",0.165294,"Ames28364",250034701
"Ames 28365","CI 91B Goodman-Buckler","other","Ames28365:250034588",0.133451,"Ames28365",250034588
"Ames 28366","N7A Goodman-Buckler","other","Ames28366:250033840",0.14513,"Ames28366",250033840
"Ames 28367","CI 7 Goodman-Buckler","other","Ames28367:250035093",0.174469,"Ames28367",250035093
"Ames 28411","NC258A","other","Ames28411:250032904",0.189715,"Ames28411",250032904
"Ames 28412","NC262A","other","Ames28412:250031628",0.141189,"Ames28412",250031628
"Ames 28413","NC262B","other","Ames28413:250033838",0.141659,"Ames28413",250033838
"Ames 28414","NC266","other","Ames28414:250031068",0.059156,"Ames28414",250031068
"Ames 28415","NC266B","other","Ames28415:250031204",0.0583165,"Ames28415",250031204
"Ames 28418","NC276","other","Ames28418:250031193",0.0736728,"Ames28418",250031193
"Ames 28419","NC278","other","Ames28419:250034961",0.0888543,"Ames28419",250034961
"Ames 28420","NC278A","other","Ames28420:250031283",0.0901283,"Ames28420",250031283
"Ames 28421","NC280","other","Ames28421:250030990",0.0251925,"Ames28421",250030990
"Ames 28422","NC282","other","Ames28422:250034799",0.037245,"Ames28422",250034799
"Ames 28423","NC284","other","Ames28423:250031111",0.0308865,"Ames28423",250031111
"Ames 28424","NC286","other","Ames28424:250035001",0.164114,"Ames28424",250035001
"Ames 28425","NC288","other","Ames28425:250034861",0.152974,"Ames28425",250034861
"Ames 28426","NC290","other","Ames28426:250035125",0.144492,"Ames28426",250035125
"Ames 28927","Mo27W","other","Ames28927:250033143",0.277069,"Ames28927",250033143
"Ames 28928","Mo28W","other","Ames28928:250031781",0.245206,"Ames28928",250031781
"Ames 28929","Mo29W","other","Ames28929:250032152",0.212905,"Ames28929",250032152
"Ames 28930","Mo30W","other","Ames28930:250035091",0.260507,"Ames28930",250035091
"Ames 28931","Mo31W","other","Ames28931:250034875",0.232734,"Ames28931",250034875
"Ames 28932","Mo32W","other","Ames28932:250031061",0.285039,"Ames28932",250031061
"Ames 28933","Mo33W","other","Ames28933:250031059",0.25923,"Ames28933",250031059
"Ames 28934","Mo36","other","Ames28934:250035002",0.179588,"Ames28934",250035002
"Ames 28935","Mo37","other","Ames28935:250031036",0.280878,"Ames28935",250031036
"Ames 28936","Mo38","other","Ames28936:250034956",0.217112,"Ames28936",250034956
"Ames 28937","Mo39","other","Ames28937:250034991",0.173245,"Ames28937",250034991
"Ames 28938","Mo43","other","Ames28938:250031008",0.0831592,"Ames28938",250031008
"Ames 28939","Mo44","other","Ames28939:250031577",0.136135,"Ames28939",250031577
"Ames 28940","Mo501W","other","Ames28940:250034932",0.146026,"Ames28940",250034932
"Ames 28941","Mo502W","other","Ames28941:250035099",0.270959,"Ames28941",250035099
"Ames 28942","Mo506W","other","Ames28942:250035060",0.238716,"Ames28942",250035060
"Ames 28943","Mo508W","other","Ames28943:250034960",0.195572,"Ames28943",250034960
"Ames 28944","Mo510W","other","Ames28944:250031300",0.287482,"Ames28944",250031300
"Ames 28945","Mo511W","other","Ames28945:250031135",0.264605,"Ames28945",250031135
"Ames 28946","Mo512AW","other","Ames28946:250031133",0.173965,"Ames28946",250031133
"Ames 28947","Mo512BW","other","Ames28947:250035142",0.168805,"Ames28947",250035142
"Ames 28948","CI 4A","other","Ames28948:250035131",0.188336,"Ames28948",250035131
"Ames 28949","CI 12","other","Ames28949:250031116",0.215492,"Ames28949",250031116
"Ames 28951","CI 42B","other","Ames28951:250031054",0.164437,"Ames28951",250031054
"Ames 28952","CI 43","other","Ames28952:250034989",0.30688,"Ames28952",250034989
"Ames 28953","CI 92","other","Ames28953:250031121",0.358701,"Ames28953",250031121
"Ames 28957","Hi38 C1","sweet corn","Ames28957:250042503",0.431339,"Ames28957",250042503
"Ames 28970","AD 147 DS","popcorn","Ames28970:250041466",0.259322,"Ames28970",250041466
"Ames 28970","AD 147 DS","popcorn","Ames28970:250033798",0.243018,"Ames28970",250033798
"Ames 28971","AD 139 DS","popcorn","Ames28971:250041489",0.243919,"Ames28971",250041489
"Ames 28971","AD 139 DS","popcorn","Ames28971:250031521",0.237592,"Ames28971",250031521
"Ames 28972","AD 123 DS","popcorn","Ames28972:250033744",0.205469,"Ames28972",250033744
"Ames 28973","AD 175","popcorn","Ames28973:250041574",0.198992,"Ames28973",250041574
"Ames 28973","AD 175","popcorn","Ames28973:250033704",0.191661,"Ames28973",250033704
"Ames 28974","AD 104 DS","popcorn","Ames28974:250031546",0.19006,"Ames28974",250031546
"Ames 28975","AD 147","popcorn","Ames28975:250031539",0.232186,"Ames28975",250031539
"Ames 28975","AD 147","popcorn","Ames28975:250041677",0.233018,"Ames28975",250041677
"Ames 28976","AD 139 DS??","popcorn","Ames28976:250031502",0.191982,"Ames28976",250031502
"Ames 28977","AD 316 DS","popcorn","Ames28977:250034683",0.217498,"Ames28977",250034683
"Ames 28978","AD 238 DS","popcorn","Ames28978:250031514",0.222857,"Ames28978",250031514
"Ames 28978","AD 238 DS","popcorn","Ames28978:250041453",0.234774,"Ames28978",250041453
"Ames 28979","AD 230 DS","popcorn","Ames28979:250033828",0.229635,"Ames28979",250033828
"Ames 28980","AD 352","popcorn","Ames28980:250034716",0.237399,"Ames28980",250034716
"Ames 28981","AD 157 DS","popcorn","Ames28981:250033657",0.182212,"Ames28981",250033657
"Ames 28982","AD 187-1","popcorn","Ames28982:250033701",0.229779,"Ames28982",250033701
"Ames 28983","AD 187-2","popcorn","Ames28983:250034830",0.373397,"Ames28983",250034830
"Ames 28983","AD 187-2","popcorn","Ames28983:250041461",0.256189,"Ames28983",250041461
"Ames 28984","AD 284","popcorn","Ames28984:250031266",0.24353,"Ames28984",250031266
"Ames 28984","AD 284","popcorn","Ames28984:250041739",0.234351,"Ames28984",250041739
"Ames 28985","AD 188L","popcorn","Ames28985:250035059",0.202616,"Ames28985",250035059
"Ames 28986","AD 402 DS","popcorn","Ames28986:250034820",0.282697,"Ames28986",250034820
"Ames 28987","AD 233","popcorn","Ames28987:250035015",0.181268,"Ames28987",250035015
"Ames 28988","AD 26 DS","popcorn","Ames28988:250035097",0.214241,"Ames28988",250035097
"Ames 28989","AD H10","popcorn","Ames28989:250031007",0.169492,"Ames28989",250031007
"Ames 28990","AD 11 DS","popcorn","Ames28990:250041731",0.244182,"Ames28990",250041731
"Ames 28990","AD 11 DS","popcorn","Ames28990:250035123",0.239547,"Ames28990",250035123
"Ames 28991","AD 330","popcorn","Ames28991:250031202",0.227555,"Ames28991",250031202
"Ames 28992","AD 363-1","popcorn","Ames28992:250034972",0.190249,"Ames28992",250034972
"Ames 28993","AD 363-2","popcorn","Ames28993:250031058",0.19586,"Ames28993",250031058
"Ames 28994","AD 188L DS","popcorn","Ames28994:250034931",0.196509,"Ames28994",250034931
"Ames 28994","AD 188L DS","popcorn","Ames28994:250041430",0.222916,"Ames28994",250041430
"Ames 28995","AD 221","popcorn","Ames28995:250031298",0.249747,"Ames28995",250031298
"Ames 28996","AD 347 DS-1","popcorn","Ames28996:250030986",0.249922,"Ames28996",250030986
"Ames 28997","AD 347 DS-2","popcorn","Ames28997:250041538",0.261685,"Ames28997",250041538
"Ames 28997","AD 347 DS-2","popcorn","Ames28997:250031034",0.263758,"Ames28997",250031034
"Ames 28998","AD 448 DS","popcorn","Ames28998:250031385",0.212566,"Ames28998",250031385
"Ames 28999","AD 440 DS-1","popcorn","Ames28999:250033777",0.204558,"Ames28999",250033777
"Ames 29000","AD 440 DS-2","popcorn","Ames29000:250041740",0.205919,"Ames29000",250041740
"Ames 29000","AD 440 DS-2","popcorn","Ames29000:250033726",0.19983,"Ames29000",250033726
"Ames 29001","AD SA1","popcorn","Ames29001:250031449",0.150197,"Ames29001",250031449
"Ames 29002","AD SA2","popcorn","Ames29002:250031421",0.163265,"Ames29002",250031421
"Ames 29003","AD SA3","popcorn","Ames29003:250031705",0.164678,"Ames29003",250031705
"Ames 29004","AD SA4","popcorn","Ames29004:250034706",0.159273,"Ames29004",250034706
"Ames 29005","AD SA5","popcorn","Ames29005:250031510",0.159969,"Ames29005",250031510
"Ames 29006","AD SA6","popcorn","Ames29006:250033871",0.176392,"Ames29006",250033871
"Ames 29007","AD SA7","popcorn","Ames29007:250033698",0.158189,"Ames29007",250033698
"Ames 29008","AD SA8","popcorn","Ames29008:250034712",0.146609,"Ames29008",250034712
"Ames 29009","AD SA9","popcorn","Ames29009:250041726",0.19204,"Ames29009",250041726
"Ames 29009","AD SA9","popcorn","Ames29009:250033795",0.175944,"Ames29009",250033795
"Ames 29010","AD SA10","popcorn","Ames29010:250041554",0.162281,"Ames29010",250041554
"Ames 29010","AD SA10","popcorn","Ames29010:250033808",0.163989,"Ames29010",250033808
"Ames 29011","AD SA11","popcorn","Ames29011:250031506",0.159729,"Ames29011",250031506
"Ames 29012","AD SA12","popcorn","Ames29012:250033827",0.152303,"Ames29012",250033827
"Ames 29013","AD SA13","popcorn","Ames29013:250033604",0.15121,"Ames29013",250033604
"Ames 29014","AD SA14","popcorn","Ames29014:250031528",0.158729,"Ames29014",250031528
"Ames 29015","AD SA15","popcorn","Ames29015:250033606",0.151788,"Ames29015",250033606
"Ames 29016","AD SA16","popcorn","Ames29016:250033715",0.158324,"Ames29016",250033715
"Ames 29017","AD SA17","popcorn","Ames29017:250031561",0.151873,"Ames29017",250031561
"Ames 29018","AD SA18","popcorn","Ames29018:250031543",0.164004,"Ames29018",250031543
"Ames 29019","AD SA19","popcorn","Ames29019:250031448",0.163954,"Ames29019",250031448
"Ames 29020","AD SA20","popcorn","Ames29020:250041690",0.181423,"Ames29020",250041690
"Ames 29020","AD SA20","popcorn","Ames29020:250031295",0.166189,"Ames29020",250031295
"Ames 29021","AD SA21","popcorn","Ames29021:250031368",0.171531,"Ames29021",250031368
"Ames 29022","AD Sg1501","popcorn","Ames29022:250031706",0.146896,"Ames29022",250031706
"Ames 29023","AD Sg1501-1","popcorn","Ames29023:250031550",0.155381,"Ames29023",250031550
"Ames 29024","AD Sg1501-2","popcorn","Ames29024:250031682",0.157957,"Ames29024",250031682
"Ames 29024","AD Sg1501-2","popcorn","Ames29024:250041661",0.156299,"Ames29024",250041661
"Ames 29025","AD Sg1501-3","popcorn","Ames29025:250031252",0.151721,"Ames29025",250031252
"Ames 29026","AD Sg1501-4","popcorn","Ames29026:250033539",0.151335,"Ames29026",250033539
"Ames 29026","AD Sg1501-4","popcorn","Ames29026:250041721",0.150733,"Ames29026",250041721
"Ames 29027","AD Sg1501-5","popcorn","Ames29027:250034715",0.148338,"Ames29027",250034715
"Ames 29028","AD Sg1501-6","popcorn","Ames29028:250031442",0.153825,"Ames29028",250031442
"Ames 29030","AD 370","popcorn","Ames29030:250033707",0.185218,"Ames29030",250033707
"Ames 29394","1497-2","other","Ames29394:250035050",0.243114,"Ames29394",250035050
"Ames 29451","GE 440","other","Ames29451:250033065",0.379645,"Ames29451",250033065
"Ames 30523","MR02 (Assiniboine)","other","Ames30523:250041423",0.547726,"Ames30523",250041423
"Ames 30531","MR14 (Longfellow Flint)","other","Ames30531:250041672",0.430522,"Ames30531",250041672
"Ames 30533","MR19 (Santo Domingo)","other","Ames30533:250041576",0.557904,"Ames30533",250041576
"Ames 30534","MR20 (Shoe Peg) S7","other","Ames30534:250041585",0.143388,"Ames30534",250041585
"Ames 30534","MR20 (Shoe Peg) S7","other","Ames30534:250041583",0.332972,"Ames30534",250041583
"Ames 30855","CML 325","other","Ames30855:250041684",0.199459,"Ames30855",250041684
"Ames 30856","CML 336","other","Ames30856:250042336",0.155294,"Ames30856",250042336
"Ames 30857","CML 337","other","Ames30857:250042415",0.176328,"Ames30857",250042415
"Ames 30862","NC44","other","Ames30862:250042356",0.408068,"Ames30862",250042356
"Ames 30864","NC89","other","Ames30864:250041432",0.182783,"Ames30864",250041432
"Ames 8399","W117HT","other","Ames8399:250033422",0.178696,"Ames8399",250033422
"CIze 127","CI 127","other","CIze127:250031032",0.345425,"CIze127",250031032
"CIze 21","CI 21E","other","CIze21:250031179",0.174447,"CIze21",250031179
"CIze 23","CI 23","other","CIze23:250034997",0.333819,"CIze23",250034997
"CIze 27","CI 27","other","CIze27:250031158",0.276688,"CIze27",250031158
"CIze 28","CI 28A","other","CIze28:250031289",0.196023,"CIze28",250031289
"CIze 28","CI 28A","other","CIze28:250031191",0.1679,"CIze28",250031191
"CIze 28","CI 28A","other","CIze28:250042571",0.205507,"CIze28",250042571
"CIze 28","CI 28A","other","CIze28:250042573",0.171731,"CIze28",250042573
"CIze 29","CI 29B","other","CIze29:250031187",0.153996,"CIze29",250031187
"CIze 317","CI 317B","other","CIze317:250031175",0.204087,"CIze317",250031175
"CIze 38","CI 38B","other","CIze38:250031151",0.174851,"CIze38",250031151
"CIze 40","CI 40A","other","CIze40:250034970",0.206679,"CIze40",250034970
"CIze 42","CI 42A","other","CIze42:250034938",0.165916,"CIze42",250034938
"CIze 44","CI 44","other","CIze44:250031134",0.157987,"CIze44",250031134
"CIze 44","CI 44","other","CIze44:250042570",0.176371,"CIze44",250042570
"CIze 44","CI 44","other","CIze44:250042572",0.170314,"CIze44",250042572
"CIze 44","CI 44","other","CIze44:250031056",0.147349,"CIze44",250031056
"CIze 45","CI45","other","CIze45:250034850",0.172821,"CIze45",250034850
"CIze 49","CI 49A","other","CIze49:250034818",0.25998,"CIze49",250034818
"CIze 64","CI 64","other","CIze64:250031064",0.137701,"CIze64",250031064
"CIze 7","CI7","other","CIze7:250031321",0.224225,"CIze7",250031321
"CIze 7","CI7","other","CIze7:250041981",0.228593,"CIze7",250041981
"CIze 81","CI 81B","other","CIze81:250035111",0.341816,"CIze81",250035111
"CIze 82","CI 82A","other","CIze82:250035102",0.270792,"CIze82",250035102
"CIze 83","CI 83A","other","CIze83:250031138",0.342703,"CIze83",250031138
"CIze 85","CI 85B","other","CIze85:250031044",0.350874,"CIze85",250031044
"CIze 86","CI 86B","other","CIze86:250034885",0.28457,"CIze86",250034885
"CIze 88","CI 88A","other","CIze88:250031001",0.470333,"CIze88",250031001
"CIze 89","CI 89B","other","CIze89:250031301",0.260779,"CIze89",250031301
"CIze 90","CI90A","other","CIze90:250031119",0.179962,"CIze90",250031119
"CIze 91","CI 91B","other","CIze91:250042486",0.233192,"CIze91",250042486
"CIze 91","CI 91B","other","CIze91:250034849",0.221518,"CIze91",250034849
"NSL 117226","R802A","other","NSL117226:250031402",0.132546,"NSL117226",250031402
"NSL 15405","5261","sweet corn","NSL15405:250031431",0.265348,"NSL15405",250031431
"NSL 174429","INB 101LFY/LFY (A632 X M16 S5)","other","NSL174429:250031643",0.116499,"NSL174429",250031643
"NSL 197104","H116","other","NSL197104:250031583",0.226209,"NSL197104",250031583
"NSL 197105","H117","other","NSL197105:250034714",0.241824,"NSL197105",250034714
"NSL 197106","H118w","other","NSL197106:250031690",0.396457,"NSL197106",250031690
"NSL 22628","K47","other","NSL22628:250032945",0.22293,"NSL22628",250032945
"NSL 22629","Oh7B","other","NSL22629:250032817",0.100225,"NSL22629",250032817
"NSL 22630","K150","other","NSL22630:250035258",0.275184,"NSL22630",250035258
"NSL 22631","K11","other","NSL22631:250042501",0.392105,"NSL22631",250042501
"NSL 22632","K201","other","NSL22632:250042347",0.333503,"NSL22632",250042347
"NSL 22632","K201","other","NSL22632:250035014",0.254114,"NSL22632",250035014
"NSL 22633","KYS","other","NSL22633:250031540",0.368452,"NSL22633",250031540
"NSL 22634","K155","other","NSL22634:250031035",0.289386,"NSL22634",250031035
"NSL 22635","K41","other","NSL22635:250032981",0.313442,"NSL22635",250032981
"NSL 22983","C102","other","NSL22983:250033845",0.251716,"NSL22983",250033845
"NSL 22984","J47","other","NSL22984:250033550",0.351641,"NSL22984",250033550
"NSL 22984","J47","other","NSL22984:250040787",0.142235,"NSL22984",250040787
"NSL 242483","R105","other","NSL242483:250032529",0.181813,"NSL242483",250032529
"NSL 243016","792","other","NSL243016:250033579",0.0847629,"NSL243016",250033579
"NSL 250299","MP307","other","NSL250299:250042425",0.432027,"NSL250299",250042425
"NSL 28965","Oh33","other","NSL28965:250031552",0.27965,"NSL28965",250031552
"NSL 28966","Oh40B","other","NSL28966:250033589",0.145542,"NSL28966",250033589
"NSL 28967","Oh56A","other","NSL28967:250033491",0.148695,"NSL28967",250033491
"NSL 28968","Oh84","other","NSL28968:250034567",0.299159,"NSL28968",250034567
"NSL 29282","R901","other","NSL29282:250031241",0.164034,"NSL29282",250031241
"NSL 29282","R901","other","NSL29282:250040762",0.140011,"NSL29282",250040762
"NSL 29284","R902A","other","NSL29284:250031260",0.143148,"NSL29284",250031260
"NSL 29285","R903B","other","NSL29285:250034704",0.120553,"NSL29285",250034704
"NSL 29285","R903B","other","NSL29285:250041540",0.12044,"NSL29285",250041540
"NSL 29287","R941","other","NSL29287:250031620",0.175669,"NSL29287",250031620
"NSL 29303","R216","other","NSL29303:250031648",0.152137,"NSL29303",250031648
"NSL 29304","R216A","other","NSL29304:250031681",0.185675,"NSL29304",250031681
"NSL 29304","R216A","other","NSL29304:250042562",0.142822,"NSL29304",250042562
"NSL 29305","R218","other","NSL29305:250031496",0.100008,"NSL29305",250031496
"NSL 29314","R219","other","NSL29314:250033848",0.114583,"NSL29314",250033848
"NSL 29316","R220","other","NSL29316:250033555",0.148658,"NSL29316",250033555
"NSL 29317","R221","other","NSL29317:250031882",0.21837,"NSL29317",250031882
"NSL 29319","R222","other","NSL29319:250033562",0.127221,"NSL29319",250033562
"NSL 29898","R222A","other","NSL29898:250032968",0.120849,"NSL29898",250032968
"NSL 30046","B41","other","NSL30046:250035132",0.138333,"NSL30046",250035132
"NSL 30053","W22","other","NSL30053:250031621",0.0917044,"NSL30053",250031621
"NSL 30053","W22","other","NSL30053:250042563",0.0892083,"NSL30053",250042563
"NSL 30053","W22","other","NSL30053:250042564",0.0911215,"NSL30053",250042564
"NSL 30053","W22","other","NSL30053:250031704",0.0878823,"NSL30053",250031704
"NSL 30055","W374R2","other","NSL30055:250031454",0.161326,"NSL30055",250031454
"NSL 30056","W703","other","NSL30056:250031529",0.261799,"NSL30056",250031529
"NSL 30058","W64A","other","NSL30058:250033846",0.105964,"NSL30058",250033846
"NSL 30059","W153R","other","NSL30059:250033570",0.127723,"NSL30059",250033570
"NSL 30060","W23","other","NSL30060:250031308",0.149777,"NSL30060",250031308
"NSL 30062","W182B","other","NSL30062:250032588",0.140275,"NSL30062",250032588
"NSL 30063","W182D","other","NSL30063:250034801",0.128026,"NSL30063",250034801
"NSL 30064","W24","other","NSL30064:250031386",0.264153,"NSL30064",250031386
"NSL 30065","W9","other","NSL30065:250031249",0.27738,"NSL30065",250031249
"NSL 30066","WR3","other","NSL30066:250032454",0.305357,"NSL30066",250032454
"NSL 30067","W22R","other","NSL30067:250031491",0.0894786,"NSL30067",250031491
"NSL 30068","W374B","other","NSL30068:250041463",0.154755,"NSL30068",250041463
"NSL 30070","WM13R","other","NSL30070:250034869",0.184072,"NSL30070",250034869
"NSL 30071","W32","other","NSL30071:250033700",0.212378,"NSL30071",250033700
"NSL 30073","W37A","other","NSL30073:250031407",0.208722,"NSL30073",250031407
"NSL 30074","W182E","other","NSL30074:250032441",0.144457,"NSL30074",250032441
"NSL 30835","SD10","other","NSL30835:250034702",0.199057,"NSL30835",250034702
"NSL 30835","SD10","other","NSL30835:250041408",0.211107,"NSL30835",250041408
"NSL 30861","A","other","NSL30861:250031165",0.153489,"NSL30861",250031165
"NSL 30862","K","other","NSL30862:250031120",0.310736,"NSL30862",250031120
"NSL 30863","L","other","NSL30863:250031011",0.228079,"NSL30863",250031011
"NSL 30863","L","other","NSL30863:250041557",0.237647,"NSL30863",250041557
"NSL 30864","HY2","other","NSL30864:250034698",0.141766,"NSL30864",250034698
"NSL 30865","R2","other","NSL30865:250034744",0.178405,"NSL30865",250034744
"NSL 30865","R2","other","NSL30865:250041479",0.224444,"NSL30865",250041479
"NSL 30866","R004","other","NSL30866:250040764",0.140929,"NSL30866",250040764
"NSL 30866","R004","other","NSL30866:250031626",0.144096,"NSL30866",250031626
"NSL 30867","M14","other","NSL30867:250031956",0.131238,"NSL30867",250031956
"NSL 30867","M14","other","NSL30867:250032559",0.1328,"NSL30867",250032559
"NSL 30868","R30","other","NSL30868:250032305",0.293839,"NSL30868",250032305
"NSL 30869","R53","other","NSL30869:250031292",0.230111,"NSL30869",250031292
"NSL 30871","R061","other","NSL30871:250033841",0.231523,"NSL30871",250033841
"NSL 30872","R71","other","NSL30872:250041573",0.182164,"NSL30872",250041573
"NSL 30872","R71","other","NSL30872:250033847",0.150107,"NSL30872",250033847
"NSL 30873","R74","other","NSL30873:250034753",0.164378,"NSL30873",250034753
"NSL 30873","R74","other","NSL30873:250041407",0.1791,"NSL30873",250041407
"NSL 30874","R75","other","NSL30874:250033861",0.140268,"NSL30874",250033861
"NSL 30875","R76","other","NSL30875:250031519",0.19157,"NSL30875",250031519
"NSL 30876","R78","other","NSL30876:250033813",0.25992,"NSL30876",250033813
"NSL 30877","R84","other","NSL30877:250031579",0.212391,"NSL30877",250031579
"NSL 30878","R101","other","NSL30878:250031427",0.205638,"NSL30878",250031427
"NSL 30879","R103","other","NSL30879:250033849",0.213498,"NSL30879",250033849
"NSL 30880","R105","other","NSL30880:250032459",0.188675,"NSL30880",250032459
"NSL 30883","R113","other","NSL30883:250034677",0.179932,"NSL30883",250034677
"NSL 30884","R134","other","NSL30884:250033825",0.194175,"NSL30884",250033825
"NSL 30885","R138","other","NSL30885:250033669",0.162343,"NSL30885",250033669
"NSL 30888","R154","other","NSL30888:250031572",0.159187,"NSL30888",250031572
"NSL 30890","R159","other","NSL30890:250033678",0.19348,"NSL30890",250033678
"NSL 30891","R168","other","NSL30891:250033782",0.150558,"NSL30891",250033782
"NSL 30894","R177","other","NSL30894:250031556",0.205962,"NSL30894",250031556
"NSL 30894","R177","other","NSL30894:250031446",0.206509,"NSL30894",250031446
"NSL 30895","R181","other","NSL30895:250033816",0.191388,"NSL30895",250033816
"NSL 30896","R181B","other","NSL30896:250033826",0.22121,"NSL30896",250033826
"NSL 30898","R192","other","NSL30898:250031405",0.154054,"NSL30898",250031405
"NSL 30901","R196","other","NSL30901:250034742",0.146226,"NSL30901",250034742
"NSL 30902","R197","other","NSL30902:250031243",0.197396,"NSL30902",250031243
"NSL 30903","90","other","NSL30903:250034669",0.251415,"NSL30903",250034669
"NSL 30904","4226","other","NSL30904:250031169",0.249528,"NSL30904",250031169
"NSL 30904","4226","other","NSL30904:250034539",0.250529,"NSL30904",250034539
"NSL 30905","5120B","other","NSL30905:250031383",0.324992,"NSL30905",250031383
"NSL 30906","R904A","other","NSL30906:250031304",0.228469,"NSL30906",250031304
"NSL 30907","R906","other","NSL30907:250034756",0.198762,"NSL30907",250034756
"NSL 30908","R907","other","NSL30908:250033684",0.159104,"NSL30908",250033684
"NSL 30909","R909","other","NSL30909:250034666",0.122709,"NSL30909",250034666
"NSL 30910","R914","other","NSL30910:250031586",0.134259,"NSL30910",250031586
"NSL 30911","R917A","other","NSL30911:250033787",0.171762,"NSL30911",250033787
"NSL 30912","R921E","other","NSL30912:250031542",0.184294,"NSL30912",250031542
"NSL 30913","R924","other","NSL30913:250031536",0.0693939,"NSL30913",250031536
"NSL 32720","ND33","other","NSL32720:250041433",0.524572,"NSL32720",250041433
"NSL 32721","ND36","other","NSL32721:250041482",0.623616,"NSL32721",250041482
"NSL 32722","ND255","other","NSL32722:250034634",0.229968,"NSL32722",250034634
"NSL 32723","ND1","other","NSL32723:250032220",0.30929,"NSL32723",250032220
"NSL 32725","ND211","other","NSL32725:250041470",0.386059,"NSL32725",250041470
"NSL 32726","ND167","other","NSL32726:250032209",0.222188,"NSL32726",250032209
"NSL 32727","ND-B8","other","NSL32727:250035241",0.253803,"NSL32727",250035241
"NSL 32728","ND230","other","NSL32728:250032300",0.270988,"NSL32728",250032300
"NSL 32730","ND405","other","NSL32730:250032254",0.213974,"NSL32730",250032254
"NSL 32731","ND385","other","NSL32731:250035189",0.267166,"NSL32731",250035189
"NSL 32732","ND203","other","NSL32732:250035237",0.240186,"NSL32732",250035237
"NSL 32733","ND376","other","NSL32733:250034589",0.197469,"NSL32733",250034589
"NSL 32734","ND408","other","NSL32734:250032159",0.214987,"NSL32734",250032159
"NSL 32736","ND480","other","NSL32736:250035212",0.220776,"NSL32736",250035212
"NSL 32738","ND283","other","NSL32738:250032265",0.316877,"NSL32738",250032265
"NSL 32739","ND474","other","NSL32739:250035248",0.164949,"NSL32739",250035248
"NSL 34374","SD15","other","NSL34374:250034617",0.210433,"NSL34374",250034617
"NSL 42804","R223","other","NSL42804:250033732",0.150048,"NSL42804",250033732
"NSL 42805","R825","sweet corn","NSL42805:250041580",0.21965,"NSL42805",250041580
"NSL 42806","R839","sweet corn","NSL42806:250033665",0.232661,"NSL42806",250033665
"NSL 42807","R851","sweet corn","NSL42807:250033822",0.314922,"NSL42807",250033822
"NSL 42808","R853","sweet corn","NSL42808:250031328",0.229824,"NSL42808",250031328
"NSL 42872","A7","other","NSL42872:250032843",0.229071,"NSL42872",250032843
"NSL 42873","A12","other","NSL42873:250031927",0.278518,"NSL42873",250031927
