"INDV","F_MISS","acc_v2.7","id_v2.7"
"PI587137:250033584",0.11323,"PI587137",250033584
"PI587138:250033598",0.20184,"PI587138",250033598
"PI587138:250034627",0.201676,"PI587138",250034627
"PI587139:250033566",0.101146,"PI587139",250033566
"PI587140:250031900",0.0894616,"PI587140",250031900
"PI587141:250032335",0.142113,"PI587141",250032335
"PI587141:250032392",0.156967,"PI587141",250032392
"PI587141:250032534",0.298758,"PI587141",250032534
"PI587141:250032538",0.140712,"PI587141",250032538
"PI587142:250031913",0.0864949,"PI587142",250031913
"PI587143:250035089",0.206668,"PI587143",250035089
"PI587144:250032072",0.376668,"PI587144",250032072
"PI587145:250032788",0.360035,"PI587145",250032788
"PI587146:250032811",0.127992,"PI587146",250032811
"PI587147:250031030",0.135773,"PI587147",250031030
"PI587148:250033100",0.156139,"PI587148",250033100
"PI587148:250033203",0.155238,"PI587148",250033203
"PI587149:250031958",0.172069,"PI587149",250031958
"PI587150:250031501",0.138451,"PI587150",250031501
"PI587150:250041524",0.138243,"PI587150",250041524
"PI587150:250041609",0.138405,"PI587150",250041609
"PI587151:250031935",0.198292,"PI587151",250031935
"PI587152:250033736",0.113167,"PI587152",250033736
"PI587153:250032308",0.178241,"PI587153",250032308
"PI587154:250031920",0.134398,"PI587154",250031920
"PI587154:250033489",0.132689,"PI587154",250033489
"PI587155:250032416",0.138662,"PI587155",250032416
"PI591014:250042443",0.267894,"PI591014",250042443
"PI591015:250042422",0.284467,"PI591015",250042422
"PI591017:250033473",0.24612,"PI591017",250033473
"PI591017:250042337",0.25122,"PI591017",250042337
"PI591022:250042459",0.192651,"PI591022",250042459
"PI592733:250031273",0.157948,"PI592733",250031273
"PI592734:250033722",0.0645828,"PI592734",250033722
"PI592735:250035264",0.116933,"PI592735",250035264
"PI592741:250033859",0.18636,"PI592741",250033859
"PI593007:250032839",0.0977037,"PI593007",250032839
"PI593008:250032769",0.282035,"PI593008",250032769
"PI593009:250032782",0.362381,"PI593009",250032782
"PI593009:250042445",0.316892,"PI593009",250042445
"PI593010:250032827",0.268186,"PI593010",250032827
"PI593010:250040779",0.184884,"PI593010",250040779
"PI593011:250034587",0.323532,"PI593011",250034587
"PI593012:250032957",0.34841,"PI593012",250032957
"PI593012:250042436",0.381555,"PI593012",250042436
"PI593013:250033016",0.0901622,"PI593013",250033016
"PI593014:250032852",0.199558,"PI593014",250032852
"PI593015:250032810",0.331501,"PI593015",250032810
"PI593017:250033076",0.191465,"PI593017",250033076
"PI593019:250032803",0.22714,"PI593019",250032803
"PI593460:250034834",0.139818,"PI593460",250034834
"PI594045:250034759",0.154438,"PI594045",250034759
"PI594046:250033812",0.122646,"PI594046",250033812
"PI594047:250033581",0.125957,"PI594047",250033581
"PI594048:250034886",0.177833,"PI594048",250034886
"PI594049:250031130",0.213297,"PI594049",250031130
"PI594050:250033561",0.162731,"PI594050",250033561
"PI594051:250031945",0.205033,"PI594051",250031945
"PI594052:250031902",0.162542,"PI594052",250031902
"PI594053:250033608",0.160876,"PI594053",250033608
"PI594054:250032289",0.230802,"PI594054",250032289
"PI594055:250031959",0.170168,"PI594055",250031959
"PI594056:250031928",0.187637,"PI594056",250031928
"PI594057:250033541",0.22829,"PI594057",250033541
"PI594058:250033045",0.206271,"PI594058",250033045
"PI594059:250033527",0.182735,"PI594059",250033527
"PI594060:250032924",0.157155,"PI594060",250032924
"PI594061:250033526",0.220856,"PI594061",250033526
"PI594062:250033525",0.158848,"PI594062",250033525
"PI594063:250033573",0.164662,"PI594063",250033573
"PI594064:250031892",0.158863,"PI594064",250031892
"PI594064:250040768",0.144015,"PI594064",250040768
"PI594065:250031946",0.233817,"PI594065",250031946
"PI594066:250032577",0.161371,"PI594066",250032577
"PI594067:250031910",0.208236,"PI594067",250031910
"PI594068:250033554",0.170689,"PI594068",250033554
"PI594069:250032593",0.204809,"PI594069",250032593
"PI594069:250041727",0.204761,"PI594069",250041727
"PI594070:250033578",0.191952,"PI594070",250033578
"PI594071:250031914",0.210451,"PI594071",250031914
"PI594072:250031957",0.158348,"PI594072",250031957
"PI594073:250033544",0.211941,"PI594073",250033544
"PI594074:250033569",0.174781,"PI594074",250033569
"PI594075:250031895",0.199947,"PI594075",250031895
"PI594076:250033586",0.155426,"PI594076",250033586
"PI594077:250031893",0.186642,"PI594077",250031893
"PI594078:250031940",0.185484,"PI594078",250031940
"PI594079:250032321",0.177512,"PI594079",250032321
"PI594080:250031961",0.168172,"PI594080",250031961
"PI594081:250032599",0.180677,"PI594081",250032599
"PI594082:250033540",0.169022,"PI594082",250033540
"PI594083:250033528",0.16212,"PI594083",250033528
"PI594084:250032837",0.158465,"PI594084",250032837
"PI594085:250032274",0.165367,"PI594085",250032274
"PI594086:250033596",0.166323,"PI594086",250033596
"PI594086:250042568",0.165757,"PI594086",250042568
"PI594087:250031881",0.207516,"PI594087",250031881
"PI594088:250033432",0.195626,"PI594088",250033432
"PI594089:250031921",0.221507,"PI594089",250031921
"PI594090:250033545",0.195954,"PI594090",250033545
"PI594091:250031907",0.160599,"PI594091",250031907
"PI595366:250034822",0.161178,"PI595366",250034822
"PI595367:250034616",0.175219,"PI595367",250034616
"PI595527:250033426",0.21523,"PI595527",250033426
"PI595528:250032143",0.164063,"PI595528",250032143
"PI595529:250033445",0.228178,"PI595529",250033445
"PI595530:250032065",0.104665,"PI595530",250032065
"PI595530:250032136",0.0933388,"PI595530",250032136
"PI595531:250032053",0.237343,"PI595531",250032053
"PI595532:250033469",0.293568,"PI595532",250033469
"PI595533:250031943",0.290682,"PI595533",250031943
"PI595534:250032063",0.272095,"PI595534",250032063
"PI595534:250033325",0.229417,"PI595534",250033325
"PI595534:250042585",0.29889,"PI595534",250042585
"PI595534:250042586",0.283951,"PI595534",250042586
"PI595535:250034540",0.243975,"PI595535",250034540
"PI595536:250032213",0.210205,"PI595536",250032213
"PI595537:250033364",0.2143,"PI595537",250033364
"PI595538:250032073",0.261448,"PI595538",250032073
"PI595539:250033281",0.279767,"PI595539",250033281
"PI595540:250033470",0.285624,"PI595540",250033470
"PI595541:250032210",0.093394,"PI595541",250032210
"PI595541:250032212",0.096931,"PI595541",250032212
"PI595541:250033355",0.0945398,"PI595541",250033355
"PI595541:250041465",0.0946956,"PI595541",250041465
"PI595542:250032082",0.126926,"PI595542",250032082
"PI595542:250032170",0.127366,"PI595542",250032170
"PI595543:250033348",0.209745,"PI595543",250033348
"PI595544:250033344",0.0779168,"PI595544",250033344
"PI595545:250032003",0.217356,"PI595545",250032003
"PI595546:250033327",0.20679,"PI595546",250033327
"PI595547:250033398",0.167199,"PI595547",250033398
"PI595548:250032039",0.154307,"PI595548",250032039
"PI595549:250032041",0.165001,"PI595549",250032041
"PI595550:250033415",0.121736,"PI595550",250033415
"PI595550:250042421",0.114629,"PI595550",250042421
"PI595551:250034548",0.250092,"PI595551",250034548
"PI595552:250033405",0.286211,"PI595552",250033405
"PI595553:250033458",0.312329,"PI595553",250033458
"PI595554:250033334",0.327334,"PI595554",250033334
"PI595555:250032050",0.315915,"PI595555",250032050
"PI595556:250033300",0.281881,"PI595556",250033300
"PI595557:250032202",0.317064,"PI595557",250032202
"PI595558:250031878",0.284767,"PI595558",250031878
"PI595559:250033272",0.239523,"PI595559",250033272
"PI595560:250032166",0.18832,"PI595560",250032166
"PI595560:250042547",0.44224,"PI595560",250042547
"PI595561:250032018",0.136171,"PI595561",250032018
"PI595561:250033400",0.191208,"PI595561",250033400
"PI595562:250031888",0.245584,"PI595562",250031888
"PI595563:250033347",0.306895,"PI595563",250033347
"PI595564:250032145",0.231414,"PI595564",250032145
"PI595565:250032165",0.146965,"PI595565",250032165
"PI595565:250033462",0.147491,"PI595565",250033462
"PI595566:250033487",0.128369,"PI595566",250033487
"PI595567:250032021",0.168999,"PI595567",250032021
"PI595568:250033280",0.145496,"PI595568",250033280
"PI595569:250033480",0.149101,"PI595569",250033480
"PI595570:250034547",0.143431,"PI595570",250034547
"PI595571:250033408",0.140969,"PI595571",250033408
"PI595616:250033618",0.164774,"PI595616",250033618
"PI596354:250033212",0.205618,"PI596354",250033212
"PI596355:250032414",0.159734,"PI596355",250032414
"PI596356:250032396",0.0966533,"PI596356",250032396
"PI596357:250034671",0.0876459,"PI596357",250034671
"PI596499:250031409",0.400819,"PI596499",250031409
"PI596499:250041663",0.542083,"PI596499",250041663
"PI596500:250031637",0.406696,"PI596500",250031637
"PI596500:250041699",0.455998,"PI596500",250041699
"PI596501:250031262",0.346159,"PI596501",250031262
"PI596502:250031493",0.353522,"PI596502",250031493
"PI596502:250041555",0.363321,"PI596502",250041555
"PI596502:250041656",0.360168,"PI596502",250041656
"PI596503:250034676",0.504125,"PI596503",250034676
"PI596503:250041589",0.518186,"PI596503",250041589
"PI596504:250034699",0.30811,"PI596504",250034699
"PI596505:250031375",0.554672,"PI596505",250031375
"PI596506:250033690",0.353563,"PI596506",250033690
"PI596627:250033155",0.26887,"PI596627",250033155
"PI596628:250031836",0.256599,"PI596628",250031836
"PI596629:250033050",0.41279,"PI596629",250033050
"PI597578:250033591",0.212267,"PI597578",250033591
"PI597925:250031325",0.119342,"PI597925",250031325
"PI597926:250031033",0.374645,"PI597926",250031033
"PI597927:250030983",0.0610904,"PI597927",250030983
"PI597927:250031042",0.0619425,"PI597927",250031042
"PI597927:250035003",0.0672083,"PI597927",250035003
"PI600729:250031458",0.0818587,"PI600729",250031458
"PI600751:250033671",0.0617359,"PI600751",250033671
"PI600755:250034718",0.0881441,"PI600755",250034718
"PI600755:250041560",0.084039,"PI600755",250041560
"PI600772:250034966",0.163988,"PI600772",250034966
"PI600772:250041425",0.171024,"PI600772",250041425
"PI600791:250033467",0.107398,"PI600791",250033467
"PI600944:250032906",0.100385,"PI600944",250032906
"PI600944:250041596",0.104566,"PI600944",250041596
"PI600954:250033455",0.0324499,"PI600954",250033455
"PI600955:250031416",0.0708608,"PI600955",250031416
"PI600955:250041704",0.0683403,"PI600955",250041704
"PI600956:250031548",0.149789,"PI600956",250031548
"PI600956:250041559",0.152218,"PI600956",250041559
"PI600957:250032450",0.0558087,"PI600957",250032450
"PI600957:250041525",0.0572343,"PI600957",250041525
"PI600958:250031412",0.0713145,"PI600958",250031412
"PI600959:250032131",0.101446,"PI600959",250032131
"PI600981:250033863",0.0941751,"PI600981",250033863
"PI600981:250041676",0.0952043,"PI600981",250041676
"PI601003:250035266",0.285079,"PI601003",250035266
"PI601004:250033532",0.033707,"PI601004",250033532
"PI601005:250032182",0.0951111,"PI601005",250032182
"PI601005:250041450",0.0945408,"PI601005",250041450
"PI601006:250031516",0.444956,"PI601006",250031516
"PI601006:250041478",0.115362,"PI601006",250041478
"PI601007:250032260",0.099531,"PI601007",250032260
"PI601008-1:250034598",0.125864,"PI601008-1",250034598
"PI601008-2:250034610",0.127846,"PI601008-2",250034610
"PI601008-3:250034622",0.12646,"PI601008-3",250034622
"PI601008:250033837",0.134683,"PI601008",250033837
"PI601008:250041665",0.123316,"PI601008",250041665
"PI601008:250041688",0.129809,"PI601008",250041688
"PI601009:250031950",0.0848721,"PI601009",250031950
"PI601009:250040770",0.0823378,"PI601009",250040770
"PI601026:250032197",0.0136848,"PI601026",250032197
"PI601037:250031660",0.131951,"PI601037",250031660
"PI601079:250031456",0.115252,"PI601079",250031456
"PI601079:250041700",0.112554,"PI601079",250041700
"PI601080:250033851",0.116311,"PI601080",250033851
"PI601150:250032418",0.0966967,"PI601150",250032418
"PI601159:250031264",0.0745409,"PI601159",250031264
"PI601170:250032540",0.113435,"PI601170",250032540
"PI601171:250033705",0.232783,"PI601171",250033705
"PI601172:250035080",0.147132,"PI601172",250035080
"PI601190:250032427",0.0956474,"PI601190",250032427
"PI601191:250031638",0.0232952,"PI601191",250031638
"PI601208:250032429",0.106618,"PI601208",250032429
"PI601209:250031398",0.105734,"PI601209",250031398
"PI601210:250033834",0.078239,"PI601210",250033834
"PI601210:250041607",0.0778956,"PI601210",250041607
"PI601211:250033651",0.0741646,"PI601211",250033651
"PI601229:250031564",0.128436,"PI601229",250031564
"PI601230:250032958",0.172094,"PI601230",250032958
"PI601269:250033718",0.143669,"PI601269",250033718
"PI601269:250041604",0.151332,"PI601269",250041604
"PI601270:250033857",0.105614,"PI601270",250033857
"PI601300:250031885",0.173142,"PI601300",250031885
"PI601300:250041588",0.189268,"PI601300",250041588
"PI601301:250031364",0.070899,"PI601301",250031364
"PI601316:250031658",0.0780525,"PI601316",250031658
"PI601317:250033829",0.104528,"PI601317",250033829
"PI601318:250033667",0.118475,"PI601318",250033667
"PI601319:250032442",0.115937,"PI601319",250032442
"PI601320:250034941",0.124141,"PI601320",250034941
"PI601320:250041608",0.127625,"PI601320",250041608
"PI601321:250032397",0.114031,"PI601321",250032397
"PI601322-1:250034578",0.133894,"PI601322-1",250034578
"PI601322-2:250034581",0.137073,"PI601322-2",250034581
"PI601322-3:250015372",0.108282,"PI601322-3",250015372
"PI601322:250034686",0.104821,"PI601322",250034686
"PI601322:250040790",0.102938,"PI601322",250040790
"PI601322:250041572",0.108465,"PI601322",250041572
"PI601323:250033304",0.313632,"PI601323",250033304
"PI601324:250032033",0.303482,"PI601324",250032033
"PI601324:250042348",0.397653,"PI601324",250042348
"PI601329:250033428",0.352233,"PI601329",250033428
"PI601329:250042325",0.461529,"PI601329",250042325
"PI601331:250032035",0.36395,"PI601331",250032035
"PI601332:250031898",0.326113,"PI601332",250031898
"PI601360:250031440",0.0847831,"PI601360",250031440
"PI601360:250041401",0.0904834,"PI601360",250041401
"PI601361:250035224",0.160621,"PI601361",250035224
"PI601361:250041480",0.163057,"PI601361",250041480
"PI601362:250031285",0.101993,"PI601362",250031285
"PI601374:250032400",0.0915285,"PI601374",250032400
"PI601375:250031906",0.138126,"PI601375",250031906
"PI601376:250032467",0.20509,"PI601376",250032467
"PI601376:250041398",0.212857,"PI601376",250041398
"PI601377:250033866",0.0533539,"PI601377",250033866
"PI601378:250031566",0.0857063,"PI601378",250031566
"PI601402:250031318",0.0845181,"PI601402",250031318
"PI601402:250041405",0.0852855,"PI601402",250041405
"PI601403:250035235",0.186217,"PI601403",250035235
"PI601403:250041468",0.214195,"PI601403",250041468
"PI601404:250032892",0.121542,"PI601404",250032892
"PI601405:250033731",0.170604,"PI601405",250033731
"PI601416:250033654",0.10574,"PI601416",250033654
"PI601417:250031507",0.0555808,"PI601417",250031507
"PI601430:250032133",0.120427,"PI601430",250032133
"PI601430:250040774",0.123244,"PI601430",250040774
"PI601438:250033530",0.0949139,"PI601438",250033530
"PI601439:250031195",0.158818,"PI601439",250031195
"PI601440:250033864",0.188657,"PI601440",250033864
"PI601441:250031013",0.0432517,"PI601441",250031013
"PI601442:250034937",0.0639787,"PI601442",250034937
"PI601457:250033610",0.107484,"PI601457",250033610
"PI601457:250041436",0.999401,"PI601457",250041436
"PI601458:250031890",0.0970995,"PI601458",250031890
"PI601459:250032594",0.102823,"PI601459",250032594
"PI601466:250032185",0.109936,"PI601466",250032185
"PI601466:250041418",0.108963,"PI601466",250041418
"PI601467:250035253",0.198571,"PI601467",250035253
"PI601468:250034700",0.090106,"PI601468",250034700
"PI601469:250031184",0.148583,"PI601469",250031184
"PI601470:250031962",0.135877,"PI601470",250031962
"PI601470:250041708",0.132847,"PI601470",250041708
"PI601489:250033809",0.131319,"PI601489",250033809
"PI601490:250032971",0.184064,"PI601490",250032971
"PI601490:250041416",0.301178,"PI601490",250041416
"PI601491:250033546",0.0786079,"PI601491",250033546
"PI601492:250032460",0.0645892,"PI601492",250032460
"PI601493:250035129",0.0546258,"PI601493",250035129
"PI601494:250033535",0.0903954,"PI601494",250033535
"PI601494:250041575",0.0945567,"PI601494",250041575
"PI601495:250033811",0.114507,"PI601495",250033811
"PI601496:250031877",0.157678,"PI601496",250031877
"PI601497:250030994",0.106675,"PI601497",250030994
"PI601498:250033853",0.100074,"PI601498",250033853
"PI601498:250041706",0.998709,"PI601498",250041706
"PI601499:250031159",0.133206,"PI601499",250031159
"PI601500:250031076",0.204856,"PI601500",250031076
"PI601501:250031271",0.170209,"PI601501",250031271
"PI601502:250033565",0.0288429,"PI601502",250033565
"PI601558:250034836",0.0948906,"PI601558",250034836
"PI601559:250031915",0.323123,"PI601559",250031915
"PI601560:250033611",0.108642,"PI601560",250033611
"PI601560:250041664",0.238039,"PI601560",250041664
"PI601561:250031396",0.176552,"PI601561",250031396
"PI601562:250034800",0.103786,"PI601562",250034800
"PI601563:250033533",0.0907123,"PI601563",250033533
"PI601563:250041577",0.0904961,"PI601563",250041577
"PI601564:250032383",0.173775,"PI601564",250032383
"PI601565:250031391",0.103707,"PI601565",250031391
"PI601566:250031261",0.103658,"PI601566",250031261
"PI601567:250031452",0.115898,"PI601567",250031452
"PI601567:250041460",0.344347,"PI601567",250041460
"PI601568:250031201",0.132909,"PI601568",250031201
"PI601568:250041601",0.161993,"PI601568",250041601
"PI601569:250035106",0.167078,"PI601569",250035106
"PI601570:250032468",0.112504,"PI601570",250032468
"PI601570:250041464",0.117027,"PI601570",250041464
"PI601571:250034996",0.193103,"PI601571",250034996
"PI601571:250041420",0.477913,"PI601571",250041420
"PI601572:250033785",0.137264,"PI601572",250033785
"PI601573:250035223",0.0714639,"PI601573",250035223
"PI601573:250040800",0.0587659,"PI601573",250040800
"PI601573:250041571",0.0637423,"PI601573",250041571
"PI601573:250041602",0.0725376,"PI601573",250041602
"PI601574:250035000",0.143121,"PI601574",250035000
"PI601575:250035073",0.0861059,"PI601575",250035073
"PI601575:250041680",0.0839648,"PI601575",250041680
"PI601576:250031247",0.133416,"PI601576",250031247
"PI601583:250031392",0.114101,"PI601583",250031392
"PI601584:250032547",0.097622,"PI601584",250032547
"PI601584:250041417",0.123541,"PI601584",250041417
"PI601610:250031302",0.136437,"PI601610",250031302
"PI601611:250032552",0.0586143,"PI601611",250032552
"PI601612:250031380",0.0822996,"PI601612",250031380
"PI601658:250041679",0.0964709,"PI601658",250041679
"PI601683:250034690",0.0775215,"PI601683",250034690
"PI601684:250031672",0.111951,"PI601684",250031672
"PI601685:250031428",0.102071,"PI601685",250031428
"PI601686:250031450",0.113331,"PI601686",250031450
"PI601689:250034708",0.240287,"PI601689",250034708
"PI601724:250034748",0.146318,"PI601724",250034748
"PI601725:250033600",0.125847,"PI601725",250033600
"PI601726:250035191",0.110568,"PI601726",250035191
"PI601727:250035259",0.0961222,"PI601727",250035259
"PI601728:250035055",0.10244,"PI601728",250035055
"PI601729:250033706",0.0689837,"PI601729",250033706
"PI601745:250031639",0.122801,"PI601745",250031639
"PI601773:250031508",0.217405,"PI601773",250031508
"PI601773:250041613",0.229839,"PI601773",250041613
"PI601773:250041687",0.233647,"PI601773",250041687
"PI601774:250033402",0.151368,"PI601774",250033402
"PI601774:250041406",0.160008,"PI601774",250041406
"PI601775:250033835",0.0791813,"PI601775",250033835
"PI601776:250032561",0.187786,"PI601776",250032561
"PI601776:250041485",0.214362,"PI601776",250041485
"PI601777:250031875",0.0807373,"PI601777",250031875
"PI601778:250034821",0.0895899,"PI601778",250034821
"PI601779:250031439",0.217288,"PI601779",250031439
"PI601780:250031918",0.0924167,"PI601780",250031918
"PI601781:250031939",0.136849,"PI601781",250031939
"PI601781:250041415",0.141817,"PI601781",250041415
"PI601782:250033466",0.108763,"PI601782",250033466
"PI601782:250041689",0.115487,"PI601782",250041689
"PI601783:250031695",0.107002,"PI601783",250031695
"PI601784:250031952",0.0988728,"PI601784",250031952
"PI601785:250035069",0.196714,"PI601785",250035069
"PI601785:250041606",0.280636,"PI601785",250041606
"PI601785:250041673",0.212509,"PI601785",250041673
"PI601786:250031411",0.107893,"PI601786",250031411
"PI601787:250031937",0.136347,"PI601787",250031937
"PI601787:250040769",0.106077,"PI601787",250040769
"PI601788:250031142",0.113578,"PI601788",250031142
"PI601789:250033443",0.122072,"PI601789",250033443
"PI601790:250031894",0.202825,"PI601790",250031894
"PI601790:250041488",0.233939,"PI601790",250041488
"PI601791:250034985",0.198815,"PI601791",250034985
"PI601792:250035083",0.112712,"PI601792",250035083
"PI601808:250031936",0.111679,"PI601808",250031936
"PI603939:250031253",0.165044,"PI603939",250031253
"PI604605:250032404",0.178483,"PI604605",250032404
"PI604606:250031904",0.181343,"PI604606",250031904
"PI606329:250031148",0.136469,"PI606329",250031148
"PI606330:250035081",0.166169,"PI606330",250035081
"PI606768:250034808",0.100614,"PI606768",250034808
"PI606768:250035084",0.378993,"PI606768",250035084
"PI606769:250032407",0.130151,"PI606769",250032407
"PI606769:250040776",0.117905,"PI606769",250040776
"PI607381:250031265",0.146104,"PI607381",250031265
"PI607382:250035011",0.178093,"PI607382",250035011
"PI607383:250031320",0.202533,"PI607383",250031320
"PI607384:250031128",0.123212,"PI607384",250031128
"PI607512:250034717",0.136559,"PI607512",250034717
"PI607519:250032151",0.234077,"PI607519",250032151
"PI607519:250041421",0.269073,"PI607519",250041421
"PI607521:250032141",0.19605,"PI607521",250032141
"PI607521:250032275",0.200488,"PI607521",250032275
"PI607521:250032314",0.200795,"PI607521",250032314
"PI607521:250034613",0.196747,"PI607521",250034613
"PI607522:250032142",0.215785,"PI607522",250032142
"PI607522:250041458",0.231079,"PI607522",250041458
"PI607523:250032539",0.340515,"PI607523",250032539
"PI607524:250032195",0.118285,"PI607524",250032195
"PI607525:250035196",0.102079,"PI607525",250035196
"PI607527:250032264",0.237097,"PI607527",250032264
"PI608764:250034944",0.142053,"PI608764",250034944
"PI608765:250033664",0.256039,"PI608765",250033664
"PI608766:250031646",0.190116,"PI608766",250031646
"PI608767:250035071",0.129027,"PI608767",250035071
"PI608768:250034848",0.174859,"PI608768",250034848
"PI608768:250041593",0.200942,"PI608768",250041593
"PI608774:250033616",0.17637,"PI608774",250033616
"PI608777:250031255",0.226055,"PI608777",250031255
"PI608778:250031031",0.161115,"PI608778",250031031
"PI608806:250031838",0.215421,"PI608806",250031838
"PI610493:250034870",0.229205,"PI610493",250034870
"PI610494:250033842",0.206883,"PI610494",250033842
"PI613179:250041605",0.998517,"PI613179",250041605
"PI613179:250041667",0.156061,"PI613179",250041667
"PI614142:250041919",0.274223,"PI614142",250041919
"PI614819:250032129",0.314358,"PI614819",250032129
"PI614820:250031783",0.163834,"PI614820",250031783
"PI615190:250031014",0.296427,"PI615190",250031014
"PI615190:250034951",0.291169,"PI615190",250034951
"PI619429:250031966",0.353064,"PI619429",250031966
"PI619430:250033440",0.229832,"PI619430",250033440
"PI619431:250032077",0.260223,"PI619431",250032077
"PI631393:250032313",0.230181,"PI631393",250032313
"PI631394:250032272",0.286368,"PI631394",250032272
"PI631444:250031043",0.299158,"PI631444",250031043
"PI632413:250041932",0.296402,"PI632413",250041932
"PI632746:250031010",0.132996,"PI632746",250031010
"PI633727:250031768",0.186094,"PI633727",250031768
"PI633728:250033270",0.206369,"PI633728",250033270
"PI633839:250041587",0.177697,"PI633839",250041587
"PI633840:250032201",0.0456916,"PI633840",250032201
"PI633844:250041492",0.248287,"PI633844",250041492
"PI633924:250032916",0.171437,"PI633924",250032916
"PI634206:250034710",0.250992,"PI634206",250034710
"PI634207:250031551",0.280258,"PI634207",250031551
"PI634211:250033738",0.152601,"PI634211",250033738
"PI634212:250031296",0.148764,"PI634212",250031296
"PI634213:250031575",0.136507,"PI634213",250031575
"PI634214:250033824",0.183725,"PI634214",250033824
"PI634215:250031636",0.133467,"PI634215",250031636
"PI635122:250032173",0.189598,"PI635122",250032173
"PI635123:250033452",0.167991,"PI635123",250033452
"PI635124:250032040",0.166034,"PI635124",250032040
"PI635125:250033311",0.214286,"PI635125",250033311
"PI635126:250032158",0.221354,"PI635126",250032158
"PI635127:250032146",0.244594,"PI635127",250032146
"PI635128:250033358",0.225526,"PI635128",250033358
"PI635128:250042469",0.226288,"PI635128",250042469
"PI635129:250031930",0.234867,"PI635129",250031930
"PI635130:250033339",0.154003,"PI635130",250033339
"PI635131:250032157",0.19049,"PI635131",250032157
"PI635132:250032177",0.182391,"PI635132",250032177
"PI635133:250033328",0.186279,"PI635133",250033328
"PI635134:250033481",0.157915,"PI635134",250033481
"PI635135:250033293",0.228884,"PI635135",250033293
"PI635136:250032069",0.168164,"PI635136",250032069
"PI635137:250033417",0.283888,"PI635137",250033417
"PI635138:250033471",0.225867,"PI635138",250033471
"PI635139:250032171",0.241752,"PI635139",250032171
"PI635140:250032022",0.142519,"PI635140",250032022
"PI635141:250033407",0.193799,"PI635141",250033407
"PI638549:250033574",0.113813,"PI638549",250033574
"PI638550:250032446",0.269071,"PI638550",250032446
"PI638551:250031150",0.154584,"PI638551",250031150
"PI638552:250031002",0.202881,"PI638552",250031002
"PI638553:250034984",0.189742,"PI638553",250034984
"PI638594:250032974",0.124913,"PI638594",250032974
"PI639037:250042314",0.189714,"PI639037",250042314
"PI639038:250041965",0.19887,"PI639038",250041965
"PI639039:250041941",0.129629,"PI639039",250041941
"PI639040:250041973",0.186603,"PI639040",250041973
"PI639041:250041956",0.173024,"PI639041",250041956
"PI639042:250042316",0.192938,"PI639042",250042316
"PI639044:250041999",0.191918,"PI639044",250041999
"PI639045:250041948",0.19049,"PI639045",250041948
"PI639046:250041936",0.158818,"PI639046",250041936
"PI639048:250041985",0.168872,"PI639048",250041985
"PI639049:250041947",0.144813,"PI639049",250041947
"PI639050:250041952",0.255739,"PI639050",250041952
"PI639052:250042289",0.308728,"PI639052",250042289
"PI639053:250041987",0.177671,"PI639053",250041987
"PI639055:250041938",0.222454,"PI639055",250041938
"PI639056:250041984",0.238177,"PI639056",250041984
"PI639111:250041705",0.185497,"PI639111",250041705
"PI639497:250041960",0.386186,"PI639497",250041960
"PI639498:250042303",0.327873,"PI639498",250042303
"PI639499:250042305",0.525114,"PI639499",250042305
"PI639500:250042293",0.373738,"PI639500",250042293
"PI639501:250041954",0.352653,"PI639501",250041954
"PI639502:250042287",0.396363,"PI639502",250042287
"PI639503:250041943",0.167593,"PI639503",250041943
"PI639504:250041934",0.412916,"PI639504",250041934
"PI639505:250042310",0.361844,"PI639505",250042310
"PI639925:250033292",0.199917,"PI639925",250033292
"PI639926:250033451",0.133211,"PI639926",250033451
"PI639926:250040786",0.127368,"PI639926",250040786
"PI639927:250031954",0.23,"PI639927",250031954
"PI639928:250032059",0.135745,"PI639928",250032059
"PI639929:250033442",0.153774,"PI639929",250033442
"PI639930:250032058",0.179233,"PI639930",250032058
"PI639931:250033474",0.138612,"PI639931",250033474
"PI639932:250033295",0.194481,"PI639932",250033295
"PI639932:250042508",0.205868,"PI639932",250042508
"PI639933:250031908",0.19859,"PI639933",250031908
"PI639934:250033283",0.192909,"PI639934",250033283
"PI639935:250033435",0.164079,"PI639935",250033435
"PI639936:250032046",0.218019,"PI639936",250032046
"PI639936:250040771",0.21582,"PI639936",250040771
"PI639937:250033312",0.212253,"PI639937",250033312
"PI639937:250042346",0.232808,"PI639937",250042346
"PI639938:250032189",0.232074,"PI639938",250032189
"PI639938:250042335",0.233019,"PI639938",250042335
"PI639939:250032126",0.177013,"PI639939",250032126
"PI639939:250040772",0.161822,"PI639939",250040772
"PI639940:250032078",0.218907,"PI639940",250032078
"PI639941:250032190",0.282217,"PI639941",250032190
"PI639941:250040773",0.277953,"PI639941",250040773
"PI639941:250042485",0.285555,"PI639941",250042485
"PI639942:250033450",0.197578,"PI639942",250033450
"PI639943:250033409",0.153832,"PI639943",250033409
"PI639944:250033413",0.171654,"PI639944",250033413
"PI639945:250032049",0.247825,"PI639945",250032049
"PI639946:250033418",0.218461,"PI639946",250033418
"PI639946:250042500",0.227314,"PI639946",250042500
"PI639947:250032090",0.26022,"PI639947",250032090
"PI639948:250032085",0.315173,"PI639948",250032085
"PI639949:250033476",0.197867,"PI639949",250033476
"PI639950:250031887",0.257811,"PI639950",250031887
