Year,Tier,Range,Pass,Gen,plate,Grp,Switch,New_Block_Pass,New_Block_Range,GRIN.pedigree,Source
2015,3,20,43,1169,16,New_Lines,1,1,7,NC276,Ames 28418
2015,3,41,62,1813,18,New_Lines,1,4,14,INBRED 100,PI 186197
2015,3,16,40,1045,17,New_Lines,1,1,5,N544,PI 594090
2015,3,7,37,769,16,New_Lines,1,1,2,A628,Ames 23464
2015,3,17,48,1,19,Check,0,2,6,B73,14SJMY:Breed:0001
2015,3,28,43,1413,5,New_Lines,1,1,9,AusTRCF 306307,NSL 437993
2015,2,24,6,1,26,Check,0,1,2,B73,14SJMY:Breed:0001
2015,2,32,24,368,24,New_Lines,1,3,5,A656,Ames 23488
2015,3,33,50,1570,19,New_Lines,1,2,11,Ky21,Ames 27130
2015,3,39,39,1,16,Check,0,1,13,B73,14SJMY:Breed:0001
2015,3,21,54,1209,17,New_Lines,1,3,7,CI90C Goodman-Buckler,Ames 31534
2015,2,40,14,599,16,New_Lines,1,2,7,676A-348-68(B),PI 358532
2015,3,29,60,1458,4,New_Lines,1,3,10,H119,Ames 22752
2015,3,39,50,1753,17,New_Lines,1,2,13,CML 328,Ames 27098
2015,2,25,7,143,24,New_Lines,1,1,2,A218,Ames 23403
2015,2,37,18,513,15,New_Lines,1,3,6,790,PI 601491
2015,3,22,54,1240,25,New_Lines,1,3,7,Hwang no. 525,PI 459080
2015,3,31,50,1508,12,New_Lines,1,2,10,IA DS 43-W,PI 340875
2017,3,4,59,824,1,New_Lines,1,2,1,OC3,PI 553056
2017,3,4,64,322,1,New_Lines,1,3,1,H126W,PI 583846
2017,3,3,45,849,1,New_Lines,1,1,1,WXM14,Ames 26755
2017,3,4,50,1,1,Check,0,1,1,B73,14SJMY:Breed:0001
2017,3,5,84,958,1,New_Lines,1,5,2,N28Ht,Ames 27138
2017,3,4,75,820,1,New_Lines,1,4,1,PHZ51,PI 601322
2017,3,4,51,492,1,New_Lines,1,1,1,Pa356,PI 531081
2017,3,4,78,926,1,New_Lines,1,5,1,LH59,PI 601466
2017,3,4,62,498,1,New_Lines,1,3,1,A686su,PI 567794
2017,3,4,84,1238,1,New_Lines,1,5,1,PHM10,PI 601778
2017,3,5,82,957,1,New_Lines,1,5,2,B73Htrhm,Ames 27065
2017,3,4,72,847,1,New_Lines,1,4,1,LH132,PI 601004
2017,3,4,49,606,1,New_Lines,1,1,1,Pa468,PI 517971
2017,3,4,56,581,1,New_Lines,1,2,1,MBUB,PI 548839
2017,3,4,55,218,1,New_Lines,1,2,1,LH181,PI 547087
2017,3,5,78,1295,1,New_Lines,1,5,2,H46,Ames 26786
2017,3,4,53,822,1,New_Lines,1,2,1,SD108,PI 538244
2017,3,4,66,595,1,New_Lines,1,3,1,N507,PI 594056
2017,3,4,47,279,1,New_Lines,1,1,1,4580 INBRED,PI 415087
2017,3,4,79,205,1,New_Lines,1,5,1,2MA22,PI 601560
2017,3,4,74,819,1,New_Lines,1,4,1,PHG83,PI 601229
2017,3,5,80,1497,1,New_Lines,1,5,2,Ill.Hy,Ames 26808
2017,3,4,61,617,1,New_Lines,1,3,1,A685su,PI 567793
2017,3,4,83,546,1,New_Lines,1,5,1,4N506,PI 601745
2017,3,5,81,1498,1,New_Lines,1,5,2,CO258,Ames 27053
2017,3,4,60,616,1,New_Lines,1,2,1,ICI 740,PI 559382
2017,3,4,69,399,1,New_Lines,1,4,1,N521,PI 594070
2017,3,4,63,618,1,New_Lines,1,3,1,Mo46,PI 583351
2017,3,4,81,821,1,New_Lines,1,5,1,PHT60,PI 601574
2017,3,4,70,910,1,New_Lines,1,4,1,N542,PI 594088
2017,3,4,73,917,1,New_Lines,1,4,1,6103,PI 601159
2017,3,4,65,903,1,New_Lines,1,3,1,B102,PI 594045
2017,3,5,83,1597,1,New_Lines,1,5,2,H91,Ames 27114
2017,3,4,45,816,1,New_Lines,1,1,1,YE-CHI-HUNG,PI 391682
2017,3,5,77,984,1,New_Lines,1,5,2,H45,Ames 26785
2017,3,4,52,1459,1,New_Lines,1,1,1,LH206,PI 538010
2017,3,4,57,691,1,New_Lines,1,2,1,B67,PI 550455
2017,3,4,67,810,1,New_Lines,1,3,1,N510,PI 594059
2017,3,4,76,747,1,New_Lines,1,4,1,78371A,PI 601438
2017,3,4,71,596,1,New_Lines,1,4,1,OC12,PI 596499
2017,3,4,58,524,1,New_Lines,1,2,1,GTS1,PI 550492
2017,3,4,54,523,1,New_Lines,1,2,1,LH192,PI 539926
2017,3,4,80,629,1,New_Lines,1,5,1,MBST,PI 601566
2017,3,4,68,905,1,New_Lines,1,3,1,N516,PI 594065
2017,3,4,77,925,1,New_Lines,1,5,1,PHG86,PI 601442
2017,3,5,79,955,1,New_Lines,1,5,2,H71,Ames 26793
2017,3,4,82,854,1,New_Lines,1,5,1,J8606,PI 601725
2017,3,4,48,683,1,New_Lines,1,1,1,B89,PI 509542
2017,2,4,22,221,1,New_Lines,1,3,1,NJ 116 Wb,Ames 22046
2017,2,5,24,1581,1,New_Lines,1,3,2,A152,Ames 23395
2017,2,5,20,239,1,New_Lines,1,3,2,W117HT,Ames 8399
2017,2,5,19,100,1,New_Lines,1,3,2,ND2000,PI 631394
2017,2,5,36,278,1,New_Lines,1,5,2,CM99,Ames 27031
2017,2,4,30,156,1,New_Lines,1,4,1,A675,Ames 23499
2017,2,5,37,69,1,New_Lines,1,5,2,CO106,Ames 27105
2017,2,5,39,40,1,New_Lines,1,5,2,C49,Ames 28290
2017,2,4,20,28,1,New_Lines,1,3,1,Ma32,Ames 22036
2017,2,5,14,1250,1,New_Lines,1,2,2,PHM81,PI 548801
2017,2,4,19,135,1,New_Lines,1,3,1,M 45,Ames 22035
2017,2,5,29,148,1,New_Lines,1,4,2,A497,Ames 23441
2017,2,5,26,143,1,New_Lines,1,4,2,A218,Ames 23403
2017,2,5,21,212,1,New_Lines,1,3,2,C27,Ames 22019
2017,2,4,35,32,1,New_Lines,1,5,1,CO192,Ames 27043
2017,2,5,35,53,1,New_Lines,1,5,2,C3,Ames 26812
2017,2,5,32,264,1,New_Lines,1,4,2,A649,Ames 23482
2017,2,5,40,151,1,New_Lines,1,5,2,WM13R,NSL 30070
2017,2,4,28,150,1,New_Lines,1,4,1,A508,Ames 23446
2017,2,5,38,70,1,New_Lines,1,5,2,EP1,Ames 27111
2017,2,4,39,75,1,New_Lines,1,5,1,ND230,NSL 32728
2017,2,5,17,192,1,New_Lines,1,3,2,ND256,PI 550554
2017,2,4,25,738,1,New_Lines,1,4,1,A15,Ames 23389
2017,2,4,26,147,1,New_Lines,1,4,1,A480,Ames 23439
2017,2,4,32,163,1,New_Lines,1,4,1,MS74,Ames 24714
2017,2,4,27,15,1,New_Lines,1,4,1,A495,Ames 23440
2017,2,4,40,187,1,New_Lines,1,5,1,ND203,NSL 32732
2017,2,4,24,108,1,New_Lines,1,3,1,W59E,Ames 22767
2017,2,5,34,165,1,New_Lines,1,5,2,MS206,Ames 24741
2017,2,4,33,60,1,New_Lines,1,5,1,CM145,Ames 27032
2017,2,5,33,269,1,New_Lines,1,5,2,A676,Ames 23500
2017,2,4,21,31,1,New_Lines,1,3,1,Me 123,Ames 22040
2017,2,5,30,44,1,New_Lines,1,4,2,A509,Ames 23447
2017,2,5,25,141,1,New_Lines,1,4,2,A158,Ames 23397
2017,2,5,28,327,1,New_Lines,1,4,2,A385,Ames 23429
2017,2,4,36,34,1,New_Lines,1,5,1,CO245,Ames 27048
2017,2,4,29,237,1,New_Lines,1,4,1,A668,Ames 23492
2017,2,4,37,35,1,New_Lines,1,5,1,C49A,Ames 27067
2017,2,4,31,271,1,New_Lines,1,4,1,CG10,Ames 24585
2017,2,5,18,226,1,New_Lines,1,3,2,3IBZ2,PI 554616
2017,2,4,34,140,1,New_Lines,1,5,1,CM182,Ames 27036
2017,2,4,23,11,1,New_Lines,1,3,1,W 5543,Ames 22056
2017,2,5,16,87,1,New_Lines,1,2,2,ND254,PI 550542
2017,2,4,38,186,1,New_Lines,1,5,1,ND211,NSL 32725
2017,2,5,15,86,1,New_Lines,1,2,2,ND252,PI 550540
2017,2,5,22,213,1,New_Lines,1,3,2,C31,Ames 22020
2017,2,5,27,38,1,New_Lines,1,4,2,A344,Ames 23425
2017,3,3,49,568,3,New_Lines,1,1,1,H5,Ames 26772
2017,3,2,80,778,3,New_Lines,1,5,1,MS216,Ames 24745
2017,2,15,6,487,3,New_Lines,1,1,5,AD SA18,Ames 29018
2017,2,16,30,690,3,New_Lines,1,4,5,PHW30,PI 548808
2017,2,16,32,621,3,New_Lines,1,4,5,LH38,PI 600791
2017,2,16,23,76,3,New_Lines,1,3,5,ND405,NSL 32730
2017,2,16,26,593,3,New_Lines,1,4,5,NY 992 (Neveh Yaar),PI 200195
2017,2,16,9,206,3,New_Lines,1,2,5,2FACC,PI 601808
2017,2,16,8,547,3,New_Lines,1,1,5,PHV37,PI 601789
2017,3,2,46,576,3,New_Lines,1,1,1,NC364,Ames 27178
2017,2,16,5,647,3,New_Lines,1,1,5,NS501,PI 601583
2017,2,16,36,731,3,New_Lines,1,5,5,89S4110,Ames 12817
2017,3,2,57,625,3,New_Lines,1,2,1,LH57,PI 601317
2017,2,19,14,665,3,New_Lines,1,2,6,A632RpRp,Ames 23470
2017,2,15,9,586,3,New_Lines,1,2,5,W182D,NSL 30063
2017,2,15,7,550,3,New_Lines,1,1,5,CI 40A,CIze 40
2017,2,16,29,490,3,New_Lines,1,4,5,Pa392,PI 517968
2017,2,16,13,429,3,New_Lines,1,2,5,A427,Ames 23435
2017,2,16,24,364,3,New_Lines,1,3,5,A238,NSL 81595
2017,2,15,8,659,3,New_Lines,1,1,5,R218,NSL 29305
2017,2,16,4,612,3,New_Lines,1,1,5,PHK76,PI 601496
2017,2,15,3,650,3,New_Lines,1,1,5,AD 238 DS,Ames 28978
2017,2,16,27,703,3,New_Lines,1,4,5,E205-1-1-1 INBRED (S5 SYN. ANVELD),PI 221747
2017,2,16,34,757,3,New_Lines,1,5,5,58610 A632 (Meth) Bc5S4,PI 648425
2017,3,2,68,657,3,New_Lines,1,3,1,W 1736,Ames 22051
2017,3,2,55,839,3,New_Lines,1,2,1,N501,PI 594050
2017,2,15,5,480,3,New_Lines,1,1,5,AD 402 DS,Ames 28986
2017,2,15,12,666,3,New_Lines,1,2,5,A659,NSL 81599
2017,3,2,58,748,3,New_Lines,1,2,1,87916W,PI 601563
2017,2,16,2,611,3,New_Lines,1,1,5,IBC2,PI 601459
2017,2,16,21,455,3,New_Lines,1,3,5,AD SA17,Ames 29017
2017,3,2,70,555,3,New_Lines,1,4,1,A257,Ames 23407
2017,3,2,71,637,3,New_Lines,1,4,1,A265,Ames 23410
2017,2,16,12,214,3,New_Lines,1,2,5,Ia CG4189,Ames 22025
2017,2,16,15,124,3,New_Lines,1,2,5,A646,Ames 23481
2017,3,2,52,516,3,New_Lines,1,1,1,DA BA TANG INB. (JI 0241),PI 405712
2017,2,15,15,501,3,New_Lines,1,2,5,4F-342 CM 4,PI 198901
2017,3,2,60,723,3,New_Lines,1,2,1,B87,PI 608768
2017,2,16,18,439,3,New_Lines,1,3,5,A619Ht1,Ames 25219
2017,2,16,16,642,3,New_Lines,1,2,5,A669,Ames 23493
2017,3,2,69,869,3,New_Lines,1,4,1,H114,Ames 22751
2017,3,2,56,920,3,New_Lines,1,2,1,78010,PI 601211
2017,3,2,47,1175,3,New_Lines,1,1,1,AD SA13,Ames 29013
2017,3,2,66,655,3,New_Lines,1,3,1,H107,Ames 19318
2017,2,15,1,438,3,New_Lines,1,1,5,MS199,Ames 24736
2017,2,19,2,818,3,New_Lines,1,1,6,IB014,PI 601208
2017,2,16,1,1724,3,New_Lines,1,1,5,PHB47,PI 601009
2017,2,16,10,1450,3,New_Lines,1,2,5,B85,PI 608777
2017,3,2,48,551,3,New_Lines,1,1,1,R219,NSL 29314
2017,2,19,11,756,3,New_Lines,1,2,6,58609 A632 (Meth) Bc5S4,PI 648424
2017,3,2,59,721,3,New_Lines,1,2,1,PHW20,PI 601791
2017,2,19,22,188,3,New_Lines,1,3,6,ND480,NSL 32736
2017,2,16,35,861,3,New_Lines,1,5,5,Yellow 3-4,Ames 2331
2017,2,19,23,477,3,New_Lines,1,3,6,NY 364 (Neveh Yaar),PI 200188
2017,2,15,11,693,3,New_Lines,1,2,5,R853,NSL 42808
2017,2,15,4,479,3,New_Lines,1,1,5,AD 188L,Ames 28985
2017,2,16,14,527,3,New_Lines,1,2,5,A627,Ames 23463
2017,2,16,19,569,3,New_Lines,1,3,5,H26w,Ames 26778
2017,2,16,28,293,3,New_Lines,1,4,5,NO. 1004 INBRED,PI 303925
2017,3,2,63,835,3,New_Lines,1,3,1,Va18A,Ames 19003
2017,2,19,13,663,3,New_Lines,1,2,6,A630,Ames 23466
2017,2,19,20,1097,3,New_Lines,1,3,6,AD SA4,Ames 29004
2017,2,19,6,515,3,New_Lines,1,1,6,11430,PI 601558
2017,2,16,6,648,3,New_Lines,1,1,5,OQ603,PI 601584
2017,2,19,7,409,3,New_Lines,1,1,6,2369,PI 601559
2017,2,19,18,886,3,New_Lines,1,3,6,Il767b,Ames 27445
2017,2,19,5,605,3,New_Lines,1,1,6,LH54,PI 601316
2017,2,15,14,496,3,New_Lines,1,2,5,4F-234 BX 4,PI 198892
2017,3,2,51,710,3,New_Lines,1,1,1,27A-317-68(C),PI 358525
2017,2,16,7,749,3,New_Lines,1,1,5,PHN29,PI 601780
2017,2,16,25,396,3,New_Lines,1,4,5,AusTRCF 305833,NSL 437907
2017,2,15,10,772,3,New_Lines,1,2,5,R851,NSL 42807
2017,2,16,17,348,3,New_Lines,1,3,5,MS215,Ames 24744
2017,2,16,22,686,3,New_Lines,1,3,5,AD 370,Ames 29030
2017,2,16,20,759,3,New_Lines,1,3,5,Yu796_NS,Ames 27196
2017,3,2,62,833,3,New_Lines,1,3,1,89S4127,Ames 12820
2017,3,2,45,1,3,Check,0,1,1,B73,14SJMY:Breed:0001
2017,2,16,3,513,3,New_Lines,1,1,5,790,PI 601491
2017,2,16,31,1,3,Check,0,4,5,B73,14SJMY:Breed:0001
2017,3,2,49,801,3,New_Lines,1,1,1,R181B,NSL 30896
2017,2,15,2,533,3,New_Lines,1,1,5,MS214,Ames 24743
2017,2,19,19,792,3,New_Lines,1,3,6,AD 188L DS,Ames 28994
2017,2,19,12,343,3,New_Lines,1,2,6,W 6714,Ames 22061
2017,2,19,8,928,3,New_Lines,1,1,6,PHR47,PI 601572
2017,2,19,4,1050,3,New_Lines,1,1,6,78002A,PI 601301
2017,3,2,54,504,3,New_Lines,1,2,1,B103,PI 594046
2017,3,2,65,943,3,New_Lines,1,3,1,C123,Ames 19313
2017,3,2,67,1254,3,New_Lines,1,3,1,C40,Ames 22022
2017,3,2,61,635,3,New_Lines,1,3,1,89S4083,Ames 12814
2017,2,19,15,560,3,New_Lines,1,2,6,MS72,Ames 24713
2017,3,2,50,807,3,New_Lines,1,1,1,INBRED 34-1181,PI 186219
2017,2,19,17,1499,3,New_Lines,1,3,6,B164,Ames 27066
2017,2,19,9,720,3,New_Lines,1,2,6,PHP55,PI 601784
2017,2,19,10,754,3,New_Lines,1,2,6,Hi47,PI 641229
2017,2,19,1,1,3,Check,0,1,6,B73,14SJMY:Breed:0001
2017,2,19,21,1506,4,New_Lines,1,3,6,AD SA11,Ames 29011
2017,2,19,3,604,4,New_Lines,1,1,6,MBNA,PI 601209
2017,2,19,16,277,4,New_Lines,1,2,6,MS226,Ames 24751
2017,3,13,57,894,4,New_Lines,1,2,4,AD SA14,Ames 29014
2017,3,13,68,1728,4,New_Lines,1,3,4,R-PAH-1,PI 340872
2017,3,13,72,1214,4,New_Lines,1,4,4,R227,PI 531511
2017,3,13,63,1527,4,New_Lines,1,3,4,AusTRCF 306312,NSL 437998
2017,2,19,36,752,4,New_Lines,1,5,6,MS225,Ames 24750
2017,3,13,53,1763,4,New_Lines,1,2,4,NC368,Ames 27180
2017,2,18,30,499,4,New_Lines,1,4,6,H99,PI 587129
2017,3,13,74,1220,4,New_Lines,1,4,4,NC250,PI 550555
2017,3,13,79,1717,4,New_Lines,1,5,4,R228,PI 592733
2017,2,18,33,715,4,New_Lines,1,5,6,B105,PI 594048
2017,3,13,77,1335,4,New_Lines,1,5,4,Oh599,PI 572413
2017,3,12,83,1030,4,New_Lines,1,5,4,B55,PI 608764
2017,3,13,54,1578,4,New_Lines,1,2,4,Va14,Ames 27192
2017,2,19,26,208,4,New_Lines,1,4,6,SD101,PI 533658
2017,3,13,64,1617,4,New_Lines,1,3,4,INBRED 19-86,PI 186217
2017,2,19,24,308,4,New_Lines,1,3,6,4578 INBRED,PI 415086
2017,2,18,22,725,4,New_Lines,1,3,6,B76,PI 550483
2017,3,12,71,918,4,New_Lines,1,4,4,LH93,PI 601171
2017,2,18,27,426,4,New_Lines,1,4,6,A684su,PI 567792
2017,3,13,80,1228,4,New_Lines,1,5,4,R229,PI 592734
2017,3,13,84,1757,4,New_Lines,1,5,4,B84,PI 608767
2017,3,13,65,1419,4,New_Lines,1,3,4,INBRED 42-492,PI 186224
2017,3,12,74,1725,4,New_Lines,1,4,4,SX-6-10 (Tetraploid),PI 601329
2017,3,12,70,1344,4,New_Lines,1,4,4,Seagull Seventeen,PI 600751
2017,2,18,10,1093,4,New_Lines,1,2,6,B91,PI 527700
2017,2,18,32,714,4,New_Lines,1,4,6,A632,PI 587140
2017,3,12,72,919,4,New_Lines,1,4,4,78004,PI 601210
2017,3,13,60,1219,4,New_Lines,1,2,4,R159,NSL 30890
2017,2,18,16,413,4,New_Lines,1,2,6,SD53,PI 538229
2017,3,13,70,1544,4,New_Lines,1,4,4,A178N,PI 406110
2017,3,13,69,201,4,New_Lines,1,4,4,13B-587-68(A),PI 358522
2017,3,13,59,1218,4,New_Lines,1,2,4,R138,NSL 30885
2017,3,13,81,594,4,New_Lines,1,5,4,N504,PI 594053
2017,3,13,73,1551,4,New_Lines,1,4,4,H102,PI 550496
2017,3,12,68,1123,4,New_Lines,1,3,4,OC16,PI 596503
2017,3,13,82,1042,4,New_Lines,1,5,4,N508,PI 594057
2017,2,18,15,1215,4,New_Lines,1,2,6,LH196,PI 538009
2017,3,13,66,502,4,New_Lines,1,3,4,4F-345 CN 12,PI 198902
2017,2,18,17,718,4,New_Lines,1,3,6,B92,PI 539870
2017,3,13,62,985,4,New_Lines,1,3,4,AusTRCF 305835,NSL 437909
2017,2,18,35,623,4,New_Lines,1,5,6,LH74,PI 600957
2017,3,12,84,934,4,New_Lines,1,5,4,NY6371,PI 610494
2017,3,12,67,1017,4,New_Lines,1,3,4,OC14,PI 596501
2017,3,13,76,1255,4,New_Lines,1,4,4,B95,PI 561565
2017,2,18,14,787,4,New_Lines,1,2,6,LH127,PI 538007
2017,2,18,39,1158,4,New_Lines,1,5,6,G80,PI 601037
2017,3,12,73,951,4,New_Lines,1,4,4,5707,PI 601269
2017,3,12,75,1022,4,New_Lines,1,4,4,NS701,PI 601417
2017,2,18,28,803,4,New_Lines,1,4,6,Mo47,PI 583352
2017,3,13,78,1533,4,New_Lines,1,5,4,Sg 1533,PI 587132
2017,2,18,25,394,4,New_Lines,1,4,6,CS608,PI 560316
2017,2,19,39,644,4,New_Lines,1,5,6,H98,Ames 26798
2017,3,12,69,597,4,New_Lines,1,4,4,N546,PI 597578
2017,2,18,13,211,4,New_Lines,1,2,6,S 37,PI 535916
2017,2,19,28,837,4,New_Lines,1,4,6,Va26,PI 587149
2017,2,19,35,776,4,New_Lines,1,5,6,MS198,Ames 24735
2017,2,19,33,643,4,New_Lines,1,5,6,A670,Ames 23494
2017,2,18,24,588,4,New_Lines,1,3,6,PHBA6,PI 559935
2017,2,19,29,126,4,New_Lines,1,4,6,E8501,PI 601724
2017,3,12,66,912,4,New_Lines,1,3,4,N218,PI 596357
2017,2,18,9,717,4,New_Lines,1,2,6,W572,PI 520772
2017,2,18,34,846,4,New_Lines,1,5,6,LH119,PI 600954
2017,3,12,82,1061,4,New_Lines,1,5,4,A663,PI 607523
2017,2,18,20,288,4,New_Lines,1,3,6,NL001,PI 546485
2017,2,19,34,743,4,New_Lines,1,5,6,MS76,Ames 24716
2017,2,18,36,1,4,Check,0,5,6,B73,14SJMY:Breed:0001
2017,2,18,8,573,4,New_Lines,1,1,6,DA JIN DING (JI 0018),PI 405713
2017,3,13,75,1334,4,New_Lines,1,4,4,AR276,PI 561533
2017,2,19,32,640,4,New_Lines,1,4,6,A645,Ames 23480
2017,3,12,76,1266,4,New_Lines,1,4,4,HB8229,PI 601564
2017,2,18,40,1565,4,New_Lines,1,5,6,DJ7,PI 601191
2017,2,18,37,1157,4,New_Lines,1,5,6,FAPW,PI 600958
2017,2,18,19,385,4,New_Lines,1,3,6,PHV07,PI 543847
2017,2,19,27,788,4,New_Lines,1,4,6,SD59,PI 538231
2017,2,19,40,1,4,Check,0,5,6,B73,14SJMY:Breed:0001
2017,2,18,12,817,4,New_Lines,1,2,6,SD102,PI 533659
2017,2,19,38,784,4,New_Lines,1,5,6,A632 su/su,Ames 26762
2017,2,18,21,1630,4,New_Lines,1,3,6,PHN66,PI 548802
2017,2,18,38,848,4,New_Lines,1,5,6,PHG50,PI 601006
2017,3,12,79,1448,4,New_Lines,1,5,4,B42,PI 603939
2017,3,13,55,1202,4,New_Lines,1,2,4,Mo502W,Ames 28941
2017,3,13,58,1210,4,New_Lines,1,2,4,K41,NSL 22635
2017,2,18,31,427,4,New_Lines,1,4,6,Ms71,PI 587137
2017,3,13,56,1203,4,New_Lines,1,2,4,AD 440 DS-1,Ames 28999
2017,2,19,37,753,4,New_Lines,1,5,6,Tr,Ames 26022
2017,3,12,78,855,4,New_Lines,1,5,4,PHJ33,PI 601774
2017,3,13,67,909,4,New_Lines,1,3,4,NY 123 (Neveh Yaar),PI 340813
2017,2,19,31,737,4,New_Lines,1,4,6,Os426,Ames 22756
2017,2,18,29,804,4,New_Lines,1,4,6,ML606,PI 583774
2017,3,12,81,1386,4,New_Lines,1,5,4,N7A,PI 607512
2017,3,13,61,1013,4,New_Lines,1,3,4,AusTRCF 305831,NSL 437905
2017,3,12,80,1449,4,New_Lines,1,5,4,DE1,PI 606329
2017,2,18,7,1698,5,New_Lines,1,1,6,PH 9,PI 391414
2017,2,18,11,1213,5,New_Lines,1,2,6,NC262,PI 531085
2017,2,19,30,836,5,New_Lines,1,4,6,Va59,Ames 19016
2017,2,18,18,719,5,New_Lines,1,3,6,B93,PI 539871
2017,4,2,106,1044,5,New_Lines,1,3,1,N540,PI 594086
2017,4,3,120,1112,5,New_Lines,1,4,1,AusTRCF 306278,NSL 437964
2017,4,2,105,1116,5,New_Lines,1,3,1,N514,PI 594063
2017,4,2,108,1566,5,New_Lines,1,3,1,PHG84,PI 601320
2017,4,2,96,1037,5,New_Lines,1,1,1,N199,PI 568158
2017,4,2,124,1393,5,New_Lines,1,5,1,Va3A,Ames 14112
2017,4,2,100,1258,5,New_Lines,1,2,1,4722,PI 587130
2017,4,3,123,1084,5,New_Lines,1,5,1,AusTRCF 306343,NSL 438029
2017,4,2,97,1256,5,New_Lines,1,2,1,N200,PI 568159
2017,4,3,128,1649,5,New_Lines,1,5,1,NO. 1175 INBRED,PI 303937
2017,4,2,125,1656,5,New_Lines,1,5,1,Va23,Ames 19007
2017,4,2,128,1,5,Check,0,5,1,B73,14SJMY:Breed:0001
2017,4,2,93,1560,5,New_Lines,1,1,1,Pa860,PI 560082
2017,4,3,121,1440,5,New_Lines,1,5,1,AusTRCF 306296,NSL 437982
2017,4,2,95,1714,5,New_Lines,1,1,1,AR254,PI 561527
2017,4,3,126,470,5,New_Lines,1,5,1,4F-300 AD 3,PI 198896
2017,4,3,118,1405,5,New_Lines,1,4,1,AusTRCF 305801,NSL 437877
2017,4,2,116,1674,5,New_Lines,1,4,1,B79,PI 608766
2017,4,2,98,1257,5,New_Lines,1,2,1,Oh603,PI 573098
2017,4,2,120,1733,5,New_Lines,1,4,1,TZEI 8,PI 641068
2017,4,2,102,1639,5,New_Lines,1,2,1,Hi39,PI 593017
2017,4,2,123,1679,5,New_Lines,1,5,1,GE54,Ames 10254
2017,4,2,113,1352,5,New_Lines,1,4,1,PHP60,PI 601785
2017,4,2,103,1009,5,New_Lines,1,2,1,B106,PI 594049
2017,4,2,126,1280,5,New_Lines,1,5,1,Va38,Ames 19011
2017,4,2,109,1756,5,New_Lines,1,3,1,SX-6-3 (Tetraploid),PI 601331
2017,4,2,119,1065,5,New_Lines,1,4,1,Mo48,PI 634206
2017,4,2,115,1385,5,New_Lines,1,4,1,DE2,PI 606330
2017,4,3,127,48,5,New_Lines,1,5,1,A17-1-1 INBRED (POTCHEFSTROOM PEARL),PI 221737
2017,4,2,107,1129,5,New_Lines,1,3,1,LH123HT,PI 601079
2017,4,2,114,1165,5,New_Lines,1,4,1,N522,PI 604605
2017,4,2,127,1365,5,New_Lines,1,5,1,Oh7B,Ames 19323
2017,4,2,117,1138,5,New_Lines,1,4,1,B86,PI 608778
2017,4,2,122,1359,5,New_Lines,1,5,1,WFg 3-9,Ames 2340
2017,4,3,125,1311,5,New_Lines,1,5,1,INBRED 141,PI 186199
2017,4,2,92,497,5,New_Lines,1,1,1,PHV53,PI 559952
2017,4,3,117,1636,5,New_Lines,1,4,1,AusTRCF 305795,NSL 437871
2017,4,3,116,1331,5,New_Lines,1,4,1,R105,NSL 242483
2017,4,2,121,1482,5,New_Lines,1,5,1,TZEEI 4,PI 641254
2017,4,2,111,954,5,New_Lines,1,3,1,MBPM,PI 601440
2017,4,2,110,1376,5,New_Lines,1,3,1,LH156,PI 601403
2017,4,3,122,874,5,New_Lines,1,5,1,AusTRCF 306333,NSL 438019
2017,4,3,124,1447,5,New_Lines,1,5,1,INBRED 109,PI 186196
2017,4,2,94,1531,5,New_Lines,1,1,1,AR234,PI 561523
2017,4,2,99,1007,5,New_Lines,1,2,1,Mo45,PI 583350
2017,4,2,118,1032,5,New_Lines,1,4,1,NY5526,PI 610493
2017,4,2,112,512,5,New_Lines,1,3,1,787,PI 601490
2017,4,3,119,1303,5,New_Lines,1,4,1,AusTRCF 306239,NSL 437934
2017,3,7,63,1127,5,New_Lines,1,3,2,LH208,PI 547088
2017,3,7,81,838,5,New_Lines,1,5,2,Va102,PI 587151
2017,3,7,66,1660,5,New_Lines,1,3,2,T171,PI 548783
2017,3,6,72,1019,5,New_Lines,1,4,2,AusTRCF 306308,NSL 437994
2017,3,7,77,1363,5,New_Lines,1,5,2,PHPR5,PI 559945
2017,3,6,84,1206,5,New_Lines,1,5,2,R-28,PI 340862
2017,3,7,61,1658,5,New_Lines,1,3,2,6F629,PI 546483
2017,3,7,59,1353,5,New_Lines,1,2,2,LH193,PI 539927
2017,3,6,75,1644,5,New_Lines,1,4,2,AusTRCF 306348,NSL 438034
2017,3,6,76,1501,5,New_Lines,1,4,2,INBRED A-243-1,PI 186193
2017,3,6,82,1348,5,New_Lines,1,5,2,B-17 INBR.FR.SUPERGOLD,PI 340850
2017,3,7,82,1638,5,New_Lines,1,5,2,N801w,PI 592741
2017,3,6,68,773,5,New_Lines,1,3,2,Os420,NSL 65874
2017,3,6,77,1312,5,New_Lines,1,5,2,INBRED 34-1141,PI 186218
2017,3,6,74,1414,5,New_Lines,1,4,2,AusTRCF 306335,NSL 438021
2017,3,7,60,823,5,New_Lines,1,2,2,HP62-02,PI 542776
2017,3,7,67,1102,5,New_Lines,1,3,2,B14A,PI 550461
2017,3,6,66,802,5,New_Lines,1,3,2,R839,NSL 42806
2017,3,7,62,1659,5,New_Lines,1,3,2,LH128,PI 547086
2017,3,7,72,795,5,New_Lines,1,4,2,OC5,PI 553058
2017,3,6,81,1453,5,New_Lines,1,5,2,NO. 1068 INBRED,PI 303932
